40,50,60,70,80,90
0.8402,0.8543,0.8724,0.8912,0.9052,0.9191
0.8462,0.8571,0.8682,0.8842,0.9001,0.9121
0.8512,0.8612,0.8701,0.8873,0.9053,0.9162
0.8581,0.8492,0.8773,0.8961,0.9082,0.9251
0.8663,0.8752,0.8811,0.9021,0.9143,0.9312
0.8752,0.8821,0.8921,0.9112,0.9223,0.9373
0.8832,0.8921,0.9111,0.9202,0.9352,0.9481
0.8701,0.8904,0.9119,0.9323,0.9402,0.953
