40,50,60,70,80,90
0.8242,0.8421,0.8604,0.8802,0.8922,0.9043
0.8281,0.8403,0.8583,0.8732,0.8862,0.8991
0.8322,0.8433,0.8602,0.8731,0.8892,0.9012
0.8362,0.8392,0.8643,0.8763,0.8841,0.9002
0.8443,0.8542,0.8652,0.8863,0.8963,0.9123
0.8541,0.8613,0.8742,0.8881,0.9012,0.9163
0.8643,0.8732,0.882,0.8911,0.911,0.922
0.8701,0.8904,0.9119,0.9323,0.9402,0.953

