40,50,60,70,80,90
0.8421,0.8512,0.8673,0.8851,0.8981,0.9121
0.8392,0.8392,0.8631,0.8803,0.8943,0.9132
0.8484,0.8492,0.8673,0.8861,0.9073,0.9212
0.8361,0.8422,0.8542,0.8661,0.8833,0.8962
0.8442,0.8472,0.8651,0.8814,0.9002,0.9143
0.8452,0.8483,0.8662,0.8823,0.9011,0.9151
0.0,0.55,0.74,0.85,0.89,0.93
0.0,0.03,0.08,0.15,0.23,0.31
