40,50,60,70,80,90
0.8321,0.8461,0.8582,0.8732,0.8873,0.9021
0.8292,0.8431,0.8552,0.8701,0.8841,0.8992
0.8343,0.8482,0.8611,0.8741,0.8892,0.9043
0.8381,0.8412,0.8673,0.8832,0.8912,0.9091
0.8463,0.8591,0.8702,0.8892,0.9003,0.9171
0.8581,0.8643,0.8812,0.9001,0.9113,0.9282
0.8692,0.8781,0.9002,0.9013,0.9232,0.9351
0.8803,0.9010,0.9217,0.9402,0.9510,0.9641


